 6.91830971e+07 -6.54699333e-03 -6.01565451e-02 
 7.58577575e+07 -6.52360572e-03 -5.46972165e-02 
 8.31763771e+07 -6.49414171e-03 -4.97040959e-02 
 9.12010839e+07 -6.45780844e-03 -4.51353520e-02 
 1.00000000e+08 -6.41366486e-03 -4.09529086e-02 
 1.09647820e+08 -6.36062242e-03 -3.71221581e-02 
 1.20226443e+08 -6.29745195e-03 -3.36117094e-02 
 1.31825674e+08 -6.22279980e-03 -3.03931675e-02 
 1.44543977e+08 -6.13521684e-03 -2.74409424e-02 
 1.58489319e+08 -6.03320420e-03 -2.47320797e-02 
 1.73780083e+08 -5.91527935e-03 -2.22461090e-02 
 1.90546072e+08 -5.78006491e-03 -1.99648986e-02 
 2.08929613e+08 -5.62640040e-03 -1.78725074e-02 
 2.29086765e+08 -5.45347325e-03 -1.59550211e-02 
 2.51188643e+08 -5.26096076e-03 -1.42003604e-02 
 2.75422870e+08 -5.04916852e-03 -1.25980512e-02 
 3.01995172e+08 -4.81914597e-03 -1.11389535e-02 
 3.31131121e+08 -4.57275660e-03 -9.81495176e-03 
 3.63078055e+08 -4.31268158e-03 -8.61862259e-03 
 3.98107171e+08 -4.04234209e-03 -7.54290460e-03 
 4.36515832e+08 -3.76573757e-03 -6.58080202e-03 
 4.78630092e+08 -3.48721222e-03 -5.72515492e-03 
 5.24807460e+08 -3.21117601e-03 -4.96850120e-03 
 5.75439937e+08 -2.94181675e-03 -4.30304230e-03 
 6.30957344e+08 -2.68284107e-03 -3.72070760e-03 
 6.91830971e+08 -2.43727625e-03 -3.21329679e-03 
 7.58577575e+08 -2.20735232e-03 -2.77266979e-03 
 8.31763771e+08 -1.99446906e-03 -2.39095003e-03 
 9.12010839e+08 -1.79923900e-03 -2.06071132e-03 
 1.00000000e+09 -1.62158887e-03 -1.77512641e-03 
